Team1Name,Team2Name,Map,Score,Winner,GameName,Format,Team1Bet,Team2Bet,DataSource,MatchID
dignitas,Cloud9,mirage,14:16 (10:5) (4:11),Cloud9,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17545
dignitas,Titan,nuke,16:1 (14:1) (2:0),dignitas,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17546
Natus Vincere,fnatic,inferno,11:16 (9:6) (2:10),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17547
Natus Vincere,fnatic,dust2,16:7 (12:3) (4:4),Natus Vincere,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17548
Natus Vincere,fnatic,nuke,14:16 (5:10) (9:6),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17549
dignitas,Epsilon,dust2,16:9 (11:4) (5:5),dignitas,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17550
Epsilon,dignitas,inferno,8:16 (1:14) (7:2),dignitas,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17551
Virtus.pro,LDLC,dust2,14:16 (7:8) (7:8),LDLC,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17552
LDLC,Virtus.pro,mirage,16:12 (10:5) (6:7),LDLC,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17553
Cloud9,NiP,nuke,16:8 (8:7) (8:1),Cloud9,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17554
Cloud9,NiP,dust2,14:16 (7:8) (7:8),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17555
Cloud9,NiP,cobblestone,14:16 (8:7) (6:9),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17556
fnatic,dignitas,dust2,16:11 (9:6) (7:5),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17557
dignitas,fnatic,overpass,14:16 (11:4) (3:12),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17558
NiP,LDLC,inferno,10:16 (4:11) (6:5),LDLC,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17559
LDLC,NiP,nuke,6:16 (6:9) (0:7),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17560
LDLC,NiP,cobblestone,14:16 (8:7) (6:9),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17561
fnatic,NiP,cobblestone,11:16 (11:4) (0:12),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17562
fnatic,NiP,cache,16:8 (11:4) (5:4),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17563
fnatic,NiP,inferno,13:16 (9:6) (4:10),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17564
mousesports,Epsilon,mirage,16:12 (9:6) (7:6),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17565
myXMG,NO SIR!,mirage,16:10 (10:5) (6:5),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17566
NO SIR!,myXMG,dust2,14:16 (9:6) (5:10),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17567
mousesports,myXMG,dust2,10:16 (4:11) (6:5),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17568
myXMG,mousesports,mirage,4:16 (3:12) (1:4),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17569
myXMG,mousesports,overpass,7:16 (4:11) (3:5),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17570
Nostalgie,NO SIR!,cache,16:9 (13:2) (3:7),Nostalgie,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17571
Nostalgie,NO SIR!,inferno,11:16 (9:6) (2:10),NO SIR!,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17572
NO SIR!,Nostalgie,mirage,16:4 (12:3) (4:1),NO SIR!,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17573
myXMG,NO SIR!,inferno,16:9 (12:3) (4:6),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17574
NO SIR!,myXMG,dust2,14:16 (5:10) (9:6),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17575
NiP,ENCORE,nuke,16:3 (14:1) (2:2),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17576
NiP,ENCORE,dust2,19:17 (2:13) (13:2) (4:2),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17577
ENCORE,NiP,dust2,3:3 (3:3) (0:0),Tie,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17578
mousesports,London C,dust2,12:16 (6:9) (6:7),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17579
London C,mousesports,overpass,14:16 (4:11) (10:5),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17580
London C,mousesports,mirage,10:16 (7:8) (3:8),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17581
mousesports,NiP,overpass,9:16 (7:8) (2:8),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17582
mousesports,NiP,dust2,10:16 (4:11) (6:5),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17583
Bulgaria,Slovakia,mirage,7:16 (6:9) (1:7),Slovakia,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17584
Bulgaria,Slovakia,inferno,16:13 (10:5) (6:8),Bulgaria,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17585
Bulgaria,Slovakia,dust2,17:19 (10:5) (5:10) (2:4),Slovakia,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17586
Slovakia,Bulgaria,dust2,3:3 (3:3) (0:0),Tie,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17587
noMERCY,A-Gaming,mirage,14:16 (6:9) (8:7),A-Gaming,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17591
noMERCY,A-Gaming,dust2,13:16 (7:8) (6:8),A-Gaming,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17592
OverGaming,London C,inferno,16:5 (13:2) (3:3),OverGaming,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17593
London C,OverGaming,mirage,13:16 (7:8) (6:8),OverGaming,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17594
fnatic,dAT,inferno,16:2 (14:1) (2:1),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17595
fnatic,dAT,cobblestone,16:6 (14:1) (2:5),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17596
PENTA,ttc,mirage,16:9 (10:5) (6:4),PENTA,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17597
Epsilon,PENTA,cache,16:6 (10:5) (6:1),Epsilon,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17598
Orbit,dope,inferno,16:8 (12:3) (4:5),Orbit,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17599
Games4u,dAT,mirage,6:16 (3:12) (3:4),dAT,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17600
MTW,TMVG,mirage,11:16 (6:9) (5:7),TMVG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17601
mousesports,dAT,mirage,16:6 (10:5) (6:1),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17602
HellRaisers,TMVG,nuke,16:10 (9:6) (7:4),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17603
PENTA,Cursive,inferno,16:7 (12:3) (4:4),PENTA,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17604
myXMG,dope,mirage,9:16 (8:7) (1:9),dope,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17605
dope,myXMG,dust2,16:8 (8:7) (8:1),dope,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17606
Imaginary,ttc,mirage,13:16 (7:8) (6:8),ttc,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17607
NewStyle,TMVG,dust2,13:16 (4:11) (9:5),TMVG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17608
Epsilon,CPH Wolves,cache,16:2 (13:2) (3:0),Epsilon,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17609
CPH Wolves,Epsilon,dust2,4:16 (4:11) (0:5),Epsilon,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17610
HellRaisers,mousesports,mirage,16:9 (9:6) (7:3),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17611
mousesports,HellRaisers,inferno,9:16 (6:9) (3:7),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17612
CPH Wolves,Orbit,inferno,26:21 (10:5) (5:10) (11:6),CPH Wolves,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17613
Orbit,CPH Wolves,inferno,6:4 (6:4) (0:0),Orbit,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17614
CPH Wolves,Orbit,inferno,4:3 (4:3) (0:0),CPH Wolves,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17615
London C,dAT,inferno,25:21 (9:6) (6:9) (10:6),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17616
dAT,London C,inferno,4:1 (4:1) (0:0),dAT,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17617
London C,dAT,inferno,2:4 (2:4) (0:0),dAT,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17618
dAT,London C,inferno,1:3 (1:3) (0:0),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17619
London C,dAT,mirage,16:10 (12:3) (4:7),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17620
HellRaisers,Virtus.pro,overpass,9:16 (7:8) (2:8),Virtus.pro,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17621
Virtus.pro,HellRaisers,nuke,9:16 (6:9) (3:7),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17622
Virtus.pro,HellRaisers,inferno,7:16 (5:10) (2:6),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17623
NiP,HellRaisers,nuke,16:4 (11:4) (5:0),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17624
NiP,HellRaisers,inferno,13:16 (9:6) (4:10),HellRaisers,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17625
NiP,HellRaisers,dust2,16:6 (10:5) (6:1),NiP,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17626
mousesports,London C,mirage,16:7 (10:5) (6:2),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17627
London C,mousesports,cache,12:16 (8:7) (4:9),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17628
fnatic,mousesports,mirage,16:5 (13:2) (3:3),fnatic,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17629
mousesports,fnatic,cache,16:9 (9:6) (7:3),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17630
mousesports,fnatic,dust2,16:12 (9:6) (7:6),mousesports,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17631
OverGaming,London C,dust2,13:16 (4:11) (9:5),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17632
London C,OverGaming,mirage,16:2 (13:2) (3:0),London C,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17633
fnatic,myXMG,overpass,14:16 (6:9) (8:7),myXMG,CS: GO,Unavailable,Unavailable,Unavailable,HLTV,17634
