Team1Name,Team2Name,Map,Score,Winner,GameName,Format,Team1Bet,Team2Bet,DataSource,MatchID
ex-MYM,PZ,nuke,12:16 (11:4) (1:12),PZ,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11641
PZ,ex-MYM,dust2,16:14 (5:10) (11:4),PZ,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11642
SK Gaming,mibr,nuke,16:10 (12:3) (4:7),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11643
SK Gaming,mibr,dust2,16:6 (11:4) (5:2),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11644
SK Gaming,PZ,dust2,16:4 (11:4) (5:0),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11645
mibr,chiLi,inferno,16:3 (13:2) (3:1),mibr,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11646
ex-MYM,chiLi,nuke,16:12 (9:6) (7:6),ex-MYM,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11647
mibr,Surast,nuke,16:1 (14:1) (2:0),mibr,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11648
ex-MYM,Surast,inferno,16:1 (14:1) (2:0),ex-MYM,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11649
chiLi,Surast,dust2,16:6 (10:5) (6:1),chiLi,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11650
PZ,Madworld,nuke,16:5 (10:5) (6:0),PZ,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11651
SK Gaming,ondska,nuke,16:3 (15:0) (1:3),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11652
SK Gaming,Madworld,inferno,16:5 (13:2) (3:3),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11653
ondska,PZ,inferno,6:16 (5:10) (1:6),PZ,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11654
Madworld,ondska,dust2,16:8 (9:6) (7:2),Madworld,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11655
SFTO,NOD,inferno,16:8 (12:3) (4:5),SFTO,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11656
NOD,TKA,inferno,16:5 (10:5) (6:0),NOD,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11657
All-Star Team B,All-Star Team A,nuke,10:16 (2:13) (8:3),All-Star Team A,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11658
mousesports,fnatic,nuke,18:12 (13:2) (5:10),mousesports,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11659
mibr,Power Gaming,inferno,12:18 (2:13) (10:5),Power Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11660
SK Gaming,HaHa,inferno,20:10 (9:6) (11:4),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11661
Power Gaming,mousesports,dust2,10:20 (2:13) (8:7),mousesports,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11662
WeMade FOX,Alternate,nuke,8:22 (6:9) (2:13),Alternate,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11663
27,Virtus.pro,inferno,7:16 (6:9) (1:7),Virtus.pro,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11664
SoA,mibr,nuke,19:11 (9:6) (10:5),SoA,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11665
Alternate,SK Gaming,nuke,10:20 (4:11) (6:9),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11666
Virtus.pro,HaHa,nuke,23:7 (11:4) (12:3),Virtus.pro,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11667
WeMade FOX,HaHa,nuke,24:6 (12:3) (12:3),WeMade FOX,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11668
SK Gaming,Virtus.pro,inferno,22:8 (10:5) (12:3),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11669
mibr,fnatic,inferno,18:12 (10:5) (8:7),mibr,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11670
SoA,Power Gaming,train,12:18 (7:8) (5:10),Power Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11671
fnatic,SoA,nuke,15:15 (8:7) (7:8),Tie,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11672
Virtus.pro,WeMade FOX,dust2,15:15 (6:9) (9:6),Tie,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11673
mousesports,mibr,nuke,17:13 (10:5) (7:8),mousesports,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11674
Alternate,HaHa,inferno,16:8 (8:7) (8:1),Alternate,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11675
SoA,mousesports,dust2,10:20 (2:13) (8:7),mousesports,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11676
Power Gaming,fnatic,inferno,13:17 (5:10) (8:7),fnatic,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11677
WeMade FOX,SK Gaming,cbble,14:16 (11:4) (3:12),SK Gaming,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11678
Virtus.pro,Alternate,inferno,13:17 (3:12) (10:5),Alternate,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11679
SoA,fnatic,inferno,16:12 (10:5) (6:7),SoA,CS 1.6,Unavailable,Unavailable,Unavailable,HLTV,11680
